date(YYYY-m-d),streamflow
2018-12-05,3.849774702
2018-12-06,3.456983871
2018-12-07,3.250899606
2018-12-08,3.070889411
2018-12-09,2.983366222
2018-12-10,2.926085314
2018-12-11,2.950066775
2018-12-12,2.983480638
2018-12-13,2.883238044
2018-12-14,2.383341356
2018-12-15,2.07943656
2018-12-16,1.954263861
2018-12-17,1.895293602
2018-12-18,1.884339662
2018-12-19,1.862843716
2018-12-20,1.844930427
2018-12-21,1.805521192
2018-12-22,1.812686508
2018-12-23,1.827017139
2018-12-24,1.791496261
2018-12-25,1.718400347
2018-12-26,1.718400347
2018-12-27,1.650801355
2018-12-28,1.549208035
2018-12-29,1.520376058
2018-12-30,1.568797582
2018-12-31,1.546026393
2019-01-01,1.310973123
2019-01-02,1.303528634
2019-01-03,1.275890143
2019-01-04,1.22061316
2019-01-05,1.198114899
2019-01-06,1.152477798
2019-01-07,1.192974669
2019-01-08,1.197581084
2019-01-09,1.174976059
2019-01-10,1.174976059
2019-01-11,1.183975364
2019-01-12,1.192974669
2019-01-13,1.252858067
2019-01-14,1.252858067
2019-01-15,1.248251651
2019-01-16,1.22061316
2019-01-17,1.192974669
2019-01-18,1.179475712
2019-01-19,1.170476407
2019-01-20,1.192974669
2019-01-21,1.120980232
2019-01-22,1.134479189
2019-01-23,1.138978841
2019-01-24,1.179475712
2019-01-25,1.192974669
2019-01-26,1.192974669
2019-01-27,1.188475016
2019-01-28,1.179475712
2019-01-29,1.174976059
2019-01-30,1.15697745
2019-01-31,1.192974669
2019-02-01,1.192974669
2019-02-02,1.152477798
2019-02-03,1.419080288
2019-02-04,2.265256187
2019-02-05,1.765765715
2019-02-06,1.517479315
2019-02-07,1.416536242
2019-02-08,1.416536242
2019-02-09,1.383575689
2019-02-10,1.303528634
2019-02-11,1.303528634
2019-02-12,1.298922219
2019-02-13,1.280496558
2019-02-14,1.271283728
2019-02-15,1.275890143
2019-02-16,1.280496558
2019-02-17,1.234432406
2019-02-18,1.225219575
2019-02-19,1.362100575
2019-02-20,2.085120361
2019-02-21,1.65978889
2019-02-22,1.503058876
2019-02-23,1.421343055
2019-02-24,1.416536242
2019-02-25,1.39299299
2019-02-26,1.39770164
2019-02-27,1.308237285
2019-02-28,1.360032438
2019-03-01,1.378867039
2019-03-02,1.355323788
2019-03-03,1.341197837
2019-03-04,1.341197837
2019-03-05,1.303528634
2019-03-06,1.308237285
2019-03-07,1.303528634
2019-03-08,1.303528634
2019-03-09,1.275890143
2019-03-10,1.192974669
2019-03-11,1.179475712
2019-03-12,1.170476407
2019-03-13,1.098481971
2019-03-14,1.084983014
2019-03-15,1.084983014
2019-03-16,1.152584561
2019-03-17,1.312945935
2019-03-18,1.21140033
2019-03-19,1.192974669
2019-03-20,1.15697745
2019-03-21,1.737709387
2019-03-22,2.073884539
2019-03-23,1.734489739
2019-03-24,1.634826837
2019-03-25,1.531899754
2019-03-26,1.459797559
2019-03-27,1.317654585
2019-03-28,1.211507092
2019-03-29,1.107481275
2019-03-30,1.084983014
2019-03-31,1.084983014
2019-04-01,1.084983014
2019-04-02,1.063043923
2019-04-03,0.992838833
2019-04-04,0.979675379
2019-04-05,0.979675379
2019-04-06,0.979675379
2019-04-07,0.979675379
2019-04-08,0.979675379
2019-04-09,0.928680484
2019-04-10,1.737858756
2019-04-11,2.460826892
2019-04-12,2.020835054
2019-04-13,1.891279646
2019-04-14,1.891279646
2019-04-15,1.825233643
2019-04-16,1.699454813
2019-04-17,1.600517809
2019-04-18,1.531899754
2019-04-19,1.503058876
2019-04-20,1.421343055
2019-04-21,1.345906487
2019-04-22,1.271497254
2019-04-23,0.96698217
2019-04-24,1.034819139
2019-04-25,1.571673576
2019-04-26,1.440861109
2019-04-27,1.386016643
2019-04-28,1.289709389
2019-04-29,1.202401025
2019-04-30,1.374260624
2019-05-01,1.275890143
2019-05-02,1.027941378
2019-05-03,0.877313311
2019-05-04,0.777681284
2019-05-05,0.777681284
2019-05-06,0.777681284
2019-05-07,0.806704431
2019-05-08,0.877189218
2019-05-09,0.877189218
2019-05-10,0.877189218
2019-05-11,0.877189218
2019-05-12,0.877189218
2019-05-13,0.877189218
2019-05-14,0.877189218
2019-05-15,0.877189218
2019-05-16,0.877189218
2019-05-17,0.877189218
2019-05-18,0.877189218
2019-05-19,0.877189218
2019-05-20,0.877189218
2019-05-21,0.877189218
2019-05-22,0.877189218
2019-05-23,0.877189218
2019-05-24,0.877189218
2019-05-25,0.877189218
2019-05-26,0.877189218
2019-05-27,2.121327991
2019-05-28,3.817540641
2019-05-29,2.165882217
2019-05-30,1.489979871
2019-05-31,1.170476407
2019-06-01,0.998049581
2019-06-02,0.831581415
2019-06-03,0.777681284
2019-06-04,0.814996759
2019-06-05,0.877189218
2019-06-06,0.877189218
2019-06-07,5.031885111
2019-06-08,3.081041576
2019-06-09,2.037156162
2019-06-10,1.694918008
2019-06-11,1.276721607
2019-06-12,0.98429832
2019-06-13,0.932702555
2019-06-14,0.835727579
2019-06-15,1.105509913
2019-06-16,3.685269895
2019-06-17,2.064315398
2019-06-18,1.637319453
2019-06-19,1.600706763
2019-06-20,1.364945558
2019-06-21,1.234432406
2019-06-22,1.07237873
2019-06-23,0.928432298
2019-06-24,0.835727579
2019-06-25,0.777681284
2019-06-26,0.781827448
2019-06-27,6.321072605
2019-06-28,16.01061283
2019-06-29,5.857469221
2019-06-30,4.826381526
2019-07-01,3.423743239
2019-07-02,2.765664715
2019-07-03,2.200384436
2019-07-04,1.830666309
2019-07-05,1.474606963
2019-07-06,2.961464564
2019-07-07,4.937897798
2019-07-08,4.696325464
2019-07-09,4.885047486
2019-07-10,5.263183454
2019-07-11,7.056936776
2019-07-12,5.463590753
2019-07-13,4.84603679
2019-07-14,4.555075608
2019-07-15,4.255893084
2019-07-16,4.730091129
2019-07-17,5.103823549
2019-07-18,4.657860421
2019-07-19,4.704483785
2019-07-20,7.926181921
2019-07-21,16.39736147
2019-07-22,12.45008604
2019-07-23,6.177403756
2019-07-24,4.486997365
2019-07-25,5.377387324
2019-07-26,7.498376843
2019-07-27,6.278073647
2019-07-28,5.973173828
2019-07-29,5.874172412
2019-07-30,4.86696361
2019-07-31,4.143409338
2019-08-01,3.717469808
2019-08-02,3.144475964
2019-08-03,2.879209759
2019-08-04,3.045897628
2019-08-05,2.959181534
2019-08-06,2.253962342
2019-08-07,8.070114621
2019-08-08,6.978053697
2019-08-09,5.631792299
2019-08-10,4.067903161
2019-08-11,2.926177129
2019-08-12,2.275520996
2019-08-13,2.520633036
2019-08-14,2.776423746
2019-08-15,3.115908889
2019-08-16,3.717967453
2019-08-17,3.321210608
2019-08-18,2.844879476
2019-08-19,2.530433801
2019-08-20,1.84720491
2019-08-21,1.369449739
2019-08-22,1.76187702
2019-08-23,1.813180338
2019-08-24,1.350811463
2019-08-25,1.175082822
2019-08-26,1.054268287
2019-08-27,3.304920327
2019-08-28,3.262381233
2019-08-29,2.27543645
2019-08-30,2.13701753
2019-08-31,1.679937705
2019-09-01,1.440570307
2019-09-02,1.383575689
2019-09-03,2.42526795
2019-09-04,2.9702429
2019-09-05,3.806978724
2019-09-06,14.90767481
2019-09-07,5.924786026
2019-09-08,4.052258048
2019-09-09,3.493151142
2019-09-10,3.092705764
2019-09-11,3.070306459
2019-09-12,3.228176055
2019-09-13,2.714729289
2019-09-14,2.253582799
2019-09-15,2.031411901
2019-09-16,1.724504918
2019-09-17,1.551504913
2019-09-18,1.383575689
2019-09-19,1.947071658
2019-09-20,2.771147209
2019-09-21,3.413580487
2019-09-22,10.80429699
2019-09-23,12.46767868
2019-09-24,7.369712182
2019-09-25,5.828537024
2019-09-26,5.095642881
2019-09-27,4.587098845
2019-09-28,4.274871454
2019-09-29,4.036670861
2019-09-30,3.820507811
2019-10-01,3.655716327
2019-10-02,6.067525532
2019-10-03,67.55145844
2019-10-04,17.37529844
2019-10-05,10.70206394
2019-10-06,7.933076348
2019-10-07,6.626742199
2019-10-08,6.15462819
2019-10-09,5.06285856
2019-10-10,4.510118609
2019-10-11,4.180672329
2019-10-12,3.054325116
2019-10-13,2.536359748
2019-10-14,2.280305663
2019-10-15,1.817111453
2019-10-16,1.659515527
2019-10-17,1.580912651
2019-10-18,1.577914548
2019-10-19,1.479024811
2019-10-20,1.285102973
2019-10-21,1.17058317
2019-10-22,1.084983014
2019-10-23,1.001614469
2019-10-24,0.954419585
2019-10-25,0.894394338
2019-10-26,0.802558267
2019-10-27,0.74957952
2019-10-28,0.677598711
2019-10-29,0.807342093
2019-10-30,0.915621528
2019-10-31,0.889999988
2019-11-01,0.860604562
2019-11-02,0.839873743
2019-11-03,0.831581415
2019-11-04,0.844019907
2019-11-05,0.717463219
2019-11-06,0.59344792
2019-11-07,0.403426079
2019-11-08,0.332441953
2019-11-09,0.297457066
2019-11-10,0.278374401
2019-11-11,0.442940492
2019-11-12,0.41410488
2019-11-13,0.332441953
2019-11-14,0.339202346
2019-11-15,0.287915734
2019-11-16,0.405819375
2019-11-17,1.253286502
2019-11-18,6.520709173
2019-11-19,4.66880459
2019-11-20,4.018572202
2019-11-21,3.704435542
2019-11-22,3.565172057
2019-11-23,3.427284468
2019-11-24,3.349804743
2019-11-25,3.21415835
2019-11-26,3.079893231
2019-11-27,3.085727985
2019-11-28,3.056755881
2019-11-29,2.981777964
2019-11-30,2.935637708
2019-12-01,2.964475368
2019-12-02,3.202554617
2019-12-03,3.152065418
2019-12-04,2.918541369
2019-12-05,2.776353372
2019-12-06,2.759890397
2019-12-07,2.663785254
2019-12-08,2.547250587
2019-12-09,2.519840625
2019-12-10,2.453832198
2019-12-11,2.541620349
2019-12-12,2.552659043
2019-12-13,2.486574735
2019-12-14,2.442715668
2019-12-15,2.464645201
2019-12-16,2.453680435
2019-12-17,2.475609968
2019-12-18,2.503021884
2019-12-19,2.415303752
2019-12-20,2.377230595
2019-12-21,2.269100559
2019-12-22,2.263772029
2019-12-23,2.269100559
2019-12-24,2.146544366
2019-12-25,2.157201426
2019-12-26,2.199829667
2019-12-27,2.253114969
2019-12-28,2.135967519
2019-12-29,2.036249502
2019-12-30,2.367412411
2019-12-31,2.541842131
